Ticker,zip,sector,fullTimeEmployees,city,phone,state,country,website,maxAge,address1,fax,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,regularMarketPrice,logo_url,toCurrency,lastDividendDate
PTON,10001,Consumer Cyclical,3694.0,New York,866-679-9129,NY,United States,http://www.onepeloton.com,1,125 West 25th Street,,Leisure,11th Floor,115.91,114.1,69.190636,,0.0,,116.19,,13381450,,115.91,109.54417,,114.1,13381450,,,,,,,,,109.01,2,USD,,11004738,,,,32088743936,,,21364066,17.574205,109.01,110.44,,1000,11004738,139.75,-113.61855,,,17.7,110.0,False,,1000,116.19,NMS,"Peloton Interactive, Inc.","Peloton Interactive, Inc.",America/New_York,EST,False,-18000000,,EQUITY,PTON,,,finmb_225591096,e9f208e2-b575-3508-b7a6-bc2dc774266c,us_market,,16.762,,-0.03921,2372.595,,,-0.97,,254875008,,,5.506,14767065,0.0507,,1593475200,0.39066002,-71600000.0,-2.105,,,20.016346,0.0007,1656547200,1593475200,0.46,1600128000.0,196059996,30606473216,,,,,,,1602720000,-158.35,,0.059299998,10553040.0,,,114.1,https://logo.clearbit.com/onepeloton.com,,
INFO,EC2Y 9LY,Industrials,15500.0,London,44 20 7260 2000,,United Kingdom,http://www.ihsmarkit.com,1,Ropemaker Place,,Consulting Services,4th Floor 25 Ropemaker Street,80.43,79.98,75.49213,0.006340917,0.2227,,81.58,,1847325,,80.43,79.38167,0.51,79.98,1847325,,,,0.68,1603929600.0,0.963044,,,79.67,2,USD,35.329838,2190743,,,,32215293952,,,1912046,7.4901867,79.67,80.51,,800,2190743,84.37,25.430819,,,44.81,80.34,False,0.0084,1000,81.58,NYQ,IHS Markit Ltd.,IHS Markit Ltd.,America/New_York,EST,True,-18000000,,EQUITY,INFO,,,finmb_13651733,551b723e-afd6-331d-844f-cb2f5920fbd3,us_market,,8.698,,0.21452999,26.451999999999998,,,3.18,,398359008,,,21.570999999999998,5695598,0.0143,,1575072000,0.9908,922700032.0,2.289,,,3.749015,0.06955,1638230400,1598832000,2.5,1600128000.0,395107960,37408755712,,1468368000.0,3:1,,,3.062,1602720000,2.59,,0.0161,8711823.0,,,79.98,https://logo.clearbit.com/ihsmarkit.com,,
INFO,EC2Y 9LY,Industrials,15500.0,London,44 20 7260 2000,,United Kingdom,http://www.ihsmarkit.com,1,Ropemaker Place,,Consulting Services,4th Floor 25 Ropemaker Street,80.43,79.98,75.49213,0.006340917,0.2227,,81.58,,1847325,,80.43,79.38167,0.51,79.98,1847325,,,,0.68,1603929600.0,0.963044,,,79.67,2,USD,35.329838,2190743,,,,32215293952,,,1912046,7.4901867,79.67,80.51,,800,2190743,84.37,25.430819,,,44.81,80.34,False,0.0084,1000,81.58,NYQ,IHS Markit Ltd.,IHS Markit Ltd.,America/New_York,EST,True,-18000000,,EQUITY,INFO,,,finmb_13651733,551b723e-afd6-331d-844f-cb2f5920fbd3,us_market,,8.698,,0.21452999,26.451999999999998,,,3.18,,398359008,,,21.570999999999998,5695598,0.0143,,1575072000,0.9908,922700032.0,2.289,,,3.749015,0.06955,1638230400,1598832000,2.5,1600128000.0,395107960,37408755712,,1468368000.0,3:1,,,3.062,1602720000,2.59,,0.0161,8711823.0,,,79.98,https://logo.clearbit.com/ihsmarkit.com,,
ORLY,65802,Consumer Cyclical,76027.0,Springfield,417 862 6708,MO,United States,http://www.oreillyauto.com,1,233 South Patterson Avenue,,Specialty Retail,,436.33,431.26,434.9822,,0.0,,438.475,,534150,,436.33,458.23862,,431.26,534150,,,,,,1.086596,,,431.26,2,USD,19.544294,698465,,,,31685109760,,,472846,2.814279,431.26,436.0,,1100,698465,487.95,19.335695,,,251.52,436.6,False,,1000,438.475,NMS,"O'Reilly Automotive, Inc.","O'Reilly Automotive, Inc.",America/New_York,EST,True,-18000000,,EQUITY,ORLY,,,finmb_324289,bceb4e90-14a6-3e82-9996-5bc5c2d46a10,us_market,,3.281,,0.1496,14.045,,,22.58,,72572400,,,9.679,858203,0.0116,,1577750400,0.8804,1684273024.0,22.339000000000002,,,45.107966999999995,0.016549999,1640908800,1601424000,1.83,1600128000.0,72048730,36945010688,,1118880000.0,2:1,,,0.34700000000000003,1602720000,1.51,,0.0117999995,848103.0,,,431.26,https://logo.clearbit.com/oreillyauto.com,,
CSGP,20005,Real Estate,4300.0,Washington,202-346-6500,DC,United States,http://www.costargroup.com,1,"1331 L Street, NW",877-739-0486,Real Estate Services,,828.26,826.99,750.0769700000001,,0.0,,841.98,,203650,,828.26,842.2758,,826.99,203650,,,,,,1.0353,,,811.5415,2,USD,110.983696,251446,,,,32465141760,,,181355,20.426652999999998,811.5415,824.33,,800,251446,939.0,70.69614,,,500.24,666.28,False,,800,841.98,NMS,"CoStar Group, Inc.","CoStar Group, Inc.",America/New_York,EST,True,-18000000,,EQUITY,CSGP,,,finmb_387127,da59ed25-e789-336a-9fc0-7ecfc2b9c395,us_market,,18.7,,0.17570999999999998,67.116,,,11.65,,39418100,,,134.873,374390,0.0095,,1577750400,0.96957,279265984.0,7.421,,,6.1065593,0.016319999999999998,1640908800,1601424000,2.11,1600128000.0,38943878,29720254464,,,,,,-0.26,1602720000,4.4,,0.0108,478477.0,,,826.99,https://logo.clearbit.com/costargroup.com,,
SNPS,94043,Technology,13896.0,Mountain View,650 584 5000,CA,United States,http://www.synopsys.com,1,690 East Middlefield Road,,Software—Infrastructure,,219.46,217.1,193.2334,,0.0,,219.41,,627862,,219.46,215.60306,,217.1,627862,,,,,,1.1500270000000001,,,212.28,2,USD,52.94875,777410,,,,32455821312,,,754513,9.244242,212.28,218.39,,1200,777410,232.74,34.717533,,,104.9,213.86,False,,1000,219.41,NMS,"Synopsys, Inc.","Synopsys, Inc.",America/New_York,EST,True,-18000000,,EQUITY,SNPS,,,finmb_35028,9ccb8dc8-8e36-3ccd-8fe9-f8920d57610c,us_market,,9.139,,0.17875999,42.321000000000005,,,6.16,,151762000,,,30.285,2033336,0.0134000005,,1572480000,0.91043997,627606016.0,4.039,,,7.061581599999999,0.00728,1635638400,1596153600,2.92,1600128000.0,150772203,32084652032,,1064361600.0,2:1,,,1.531,1602720000,2.55,,0.0152,1533412.0,,,217.1,https://logo.clearbit.com/synopsys.com,,
SBAC,33487,Real Estate,1475.0,Boca Raton,561-995-7670,FL,United States,http://www.sbasite.com,1,8051 Congress Avenue,,REIT—Specialty,,295.02,292.83,302.63986,0.0059826453000000005,,,294.8491,,568712,,295.02,309.29807,1.765,292.83,568712,,,,1.86,1598227200.0,0.313292,,,286.49,2,USD,,466923,,,,32503726080,,,510315,15.890381,286.49,334.0,,800,466923,328.37,102.60424,,,205.2,205.3,False,0.0063,800,294.8491,NMS,SBA Communications Corporation,SBA Communications Corporation,America/New_York,EST,True,-18000000,,EQUITY,SBAC,,,finmb_34071,959197f0-c64d-38bc-ad9b-3132fa795ec3,us_market,,22.248,,-0.0074400003,33.295,,,2.83,,111939000,,,-38.466,1091203,0.0097,,1577750400,0.9632200000000001,-15218000.0,-0.139,,,,0.01237,1640908800,1593475200,1.95,1600128000.0,110637820,45508997120,,,,,,-0.28600000000000003,1602720000,133.1,,0.0136,1214390.0,,,292.83,https://logo.clearbit.com/sbasite.com,,
CMI,47202-3005,Industrials,61615.0,Columbus,812 377 5000,IN,United States,http://www.cumminseurope.com/,1,500 Jackson Street,,Specialty Industrial Machinery,Box 3005,217.44,216.05,188.09808,0.024116997,0.491,,219.98,,1110012,,217.44,215.44917,5.244,216.05,1110012,,,,5.4,1605744000.0,1.125758,,,214.3201,2,USD,20.722835999999997,1065995,,,,32545261568,,,941826,1.6639532,214.3201,223.3,,900,1065995,231.35,16.409702,,2.94,101.03,219.44,False,0.024600001,900,219.98,NYQ,Cummins Inc.,Cummins Inc.,America/New_York,EST,True,-18000000,,EQUITY,CMI,,,finmb_265253,5efaedb9-9e7a-3140-a23f-27d28214c895,us_market,,1.78,,0.081190005,14.097999999999999,,,13.4,,148007008,,,52.025,2714386,0.0184,,1577750400,0.85491997,1588000000.0,10.610999999999999,,,4.2266216,0.0033399998,1640908800,1601164800,2.86,1600128000.0,147324271,34822168576,,1199318400.0,2:1,,,-0.195,1602720000,21.41,,0.0184,3138487.0,,,216.05,https://logo.clearbit.com/cumminseurope.com,,
TWTR,94103,Communication Services,4900.0,San Francisco,415-222-9670,CA,United States,http://www.twitter.com,1,1355 Market Street,,Internet Content & Information,Suite 900,52.43,44.53,36.842625,,0.0,,45.18,,33558375,,52.43,45.18111,,44.53,33558375,,,,,,0.811913,,,40.83,2,USD,,85653616,,,,32713650176,,,17440916,9.524597,40.83,41.44,,1200,85653616,52.93,54.421055,,,20.0,41.35,False,,1800,45.18,NYQ,"Twitter, Inc.","Twitter, Inc.",America/New_York,EST,True,-18000000,,EQUITY,TWTR,,,finmb_35962803,24740290-3933-3a8f-95f5-bf7f073867ca,us_market,,8.552999999999999,,-0.36073002,99.655,,,0.76,,790948992,,,9.878,32116864,0.040599998,,1577750400,0.72438,-1238968960.0,-1.5819999999999999,,,4.187082299999999,0.03586,1640908800,1601424000,1.78,1600128000.0,772677520,29376112640,,,,,,-0.215,1602720000,1.64,,0.0464,29590166.0,,,44.53,https://logo.clearbit.com/twitter.com,,
CTAS,45262,Industrials,40000.0,Cincinnati,513 459 1200,OH,United States,http://www.cintas.com,1,6800 Cintas Boulevard,,Specialty Business Services,PO Box 625737,319.92,318.31,285.6815,0.007970742,0.2975,,320.17,,431587,,319.92,332.1889,2.55,318.31,431587,,,,2.8,1604534400.0,1.4870379999999999,,,311.95,2,USD,36.712185,545503,,,,32909793280,,,438129,4.6876335,311.95,314.97,,800,545503,358.69,33.040962,,0.99,154.33,314.55,False,0.0089,1800,320.17,NMS,Cintas Corporation,Cintas Corporation,America/New_York,EST,True,-18000000,,EQUITY,CTAS,,,finmb_260725,1d3d7b01-7703-34ac-ba0b-74dff54e6e3b,us_market,,5.035,,0.13179000000000002,23.601,,,9.52,,104625000,,,34.48,1115971,0.0107,,1590883200,0.6723899999999999,917238016.0,8.568,,,9.12268,0.15582000000000001,1653955200,1598832000,2.23,1600128000.0,88382293,35349819392,,952473600.0,3:2,,,0.196,1602720000,2.99,,0.0126,1489519.0,,,318.31,https://logo.clearbit.com/cintas.com,,
CM,M5L 1A2,Financial Services,43952.0,Toronto,416-980-2211,ON,Canada,http://www.cibc.com,1,Commerce Court,,Banks—Diversified,,74.04,74.03,69.71539,0.054011345,0.67440003,,74.71,,283950,,74.04,76.30278,3.9989999999999997,74.03,283950,,,,4.43,1600992000.0,1.038319,,,73.6,2,USD,8.52021,360090,,,,33296490496,,,353973,,73.6,76.0,,900,360090,87.62,7.724638000000001,,4.96,46.45,74.48,False,0.059299998,1000,74.71,NYQ,Canadian Imperial Bank of Comme,Canadian Imperial Bank of Commerce,America/New_York,EST,True,-18000000,,EQUITY,CM,,,finmb_386873,70735487-2d4e-3210-a2a5-73b99721b1fb,us_market,,,,0.24274999,,,,9.66,,446008992,,,55.498000000000005,5421406,0.012200001,,1572480000,0.5226,,8.758,,,1.344553,0.00062,1635638400,1596153600,13.36,1600128000.0,445784810,33280104448,,,,,,-0.159,1602720000,2.96,,,5733285.0,,,74.03,https://logo.clearbit.com/cibc.com,,
EBAY,95125,Consumer Cyclical,13300.0,San Jose,408-376-7008,CA,United States,http://www.ebayinc.com,1,2025 Hamilton Avenue,,Internet Retail,,49.28,48.77,50.401207,0.01258117,0.18620001,,49.13,,9184462,,49.28,52.455555000000004,0.62,48.77,9184462,,,,0.64,1598832000.0,1.329288,,,46.99,2,USD,6.606103,12382249,,,,32833218560,,,8097429,2.7817689999999997,46.99,47.7,,800,12382249,61.06,12.978202,,,26.02,47.5,False,0.012999999,1100,49.13,NMS,eBay Inc.,eBay Inc.,America/New_York,EST,True,-18000000,,EQUITY,EBAY,,,finmb_27862,6cf6bfa4-6efa-3ac5-bd50-e46cbdb24cb5,us_market,,3.188,,0.45564997,10.095,,,3.67,,699881024,,,4.195,25187408,0.036000000000000004,,1577750400,1.0716001,2505999872.0,7.21,,,11.353992,0.0513,1640908800,1601424000,3.15,1600128000.0,670408080,37624479744,,1437350400.0,2376:1000,,,1.1420000000000001,1602720000,0.81,,0.0379,25386123.0,,,48.77,https://logo.clearbit.com/ebayinc.com,,
SAN,28660,Financial Services,192578.0,Madrid,34 902 11 22 11,,Spain,http://www.santander.com,1,Santander Group City,,Banks—Diversified,Av. de Cantabria s/n Boadilla del Monte,1.96,1.99,2.21,0.11275510000000001,,,2.02,,7703550,,1.96,1.9586111000000002,0.221,1.99,7703550,,,,,1572393600.0,1.437807,,,1.98,4,USD,4.1701245,6882136,,,,33144096768,,,8369509,,1.98,1.99,,46000,6882136,4.32,4.1875,,5.4,1.78,2.0,False,,40700,2.02,NYQ,"Banco Santander, S.A. Sponsored","Banco Santander, S.A.",America/New_York,EST,False,-18000000,,EQUITY,SAN,,,finmb_323930,62a0282d-3956-3be0-9447-0486eaf70c4f,us_market,,,,-0.18090001,,,,0.48,,16590000128,,,6.862,15701617,0.00090000004,,1577750400,0.01794,,0.48200000000000004,,,0.29291752,0.0,1640908800,1601424000,1.67,1600128000.0,16403037310,33343889408,,1326240000.0,47:46,,,2.4930000000000003,1602720000,,,,13093578.0,,,1.99,https://logo.clearbit.com/santander.com,,
COF,22102,Financial Services,52500.0,McLean,703-720-1000,VA,United States,http://www.capitalone.com,1,1680 Capital One Drive,,Credit Services,,73.12,72.64,67.25213000000001,0.017778993,0.6311,,73.2,,5031575,,73.12,74.83945,1.3,72.64,5031575,,,,0.4,1596758400.0,1.709873,,,71.27,2,USD,35.372704,2025935,,,,33426792448,,,2979303,1.9902824000000001,71.27,73.63,,900,2025935,107.59,8.313993,,1.95,38.0,73.11,False,0.0055,800,73.2,NYQ,Capital One Financial Corporati,Capital One Financial Corporation,America/New_York,EST,True,-18000000,,EQUITY,COF,,,finmb_336241,3e2b4a31-5c30-3070-98e4-0103f7eb5225,us_market,,2.23,,0.07883,,,,8.79,,457400000,,,116.07799999999999,6766628,0.0148,,1577750400,0.91300005,953000000.0,2.066,,,0.6295767,0.0086,1640908800,1601424000,2.49,1600128000.0,452972368,37445791744,,928281600.0,3:1,,,0.805,1602720000,4.12,,0.0149,4368199.0,,,72.64,https://logo.clearbit.com/capitalone.com,,
ALGN,95134,Healthcare,14530.0,San Jose,408 470 1000,CA,United States,http://www.aligntech.com,1,2820 Orchard Parkway,408 470 1010,Medical Devices,,436.57,432.0,286.5212,,0.0,,435.9,,1594387,,436.57,348.92194,,432.0,1594387,,,,,,1.8483169999999998,,,417.36,2,USD,19.388424,767482,,,,33569437696,,,739193,14.677038,417.36,434.43,,900,767482,475.37,50.966507,,,127.88,426.08,False,,1400,435.9,NMS,"Align Technology, Inc.","Align Technology, Inc.",America/New_York,EST,False,-18000000,,EQUITY,ALGN,,,finmb_24568,9e9b4176-3211-32f0-9c92-47cd8723fc54,us_market,,14.444,,0.75995004,76.444,,,8.36,,78786704,,,38.484,2600824,0.033,,1577750400,0.87224996,1738162048.0,21.976,,,11.071613000000001,0.0832,1640908800,1601424000,4.4,1600128000.0,72788446,33035315200,,,,,,0.359,1602720000,4.87,,0.0372,3263639.0,,,432.0,https://logo.clearbit.com/aligntech.com,,
CMG,92660,Consumer Cyclical,94000.0,Newport Beach,949 524 4000,CA,United States,http://www.chipotle.com,1,610 Newport Center Drive,,Restaurants,Suite 1300,1242.8,1237.7,1123.4994,,0.0,,1245.17,,618587,,1242.8,1276.2175,,1237.7,618587,,,,,,1.269167,,,1191.31,2,USD,143.68332,479905,,,,33617770496,,,331764,5.7790813,1191.31,1204.75,,1000,479905,1384.46,56.091503,,,415.0,1201.79,False,,900,1245.17,NYQ,"Chipotle Mexican Grill, Inc.","Chipotle Mexican Grill, Inc.",America/New_York,EST,True,-18000000,,EQUITY,CMG,,,finmb_26446,07fe30db-394e-392f-ad56-a8e5b9133929,us_market,,6.138,,0.040780000000000004,65.383,,,21.42,,27980300,,,64.53399999999999,905283,0.0324,,1577750400,0.92165,237223008.0,8.362,,,18.617785,0.0161,1640908800,1601424000,2.84,1600128000.0,25985630,35703566336,,,,,,-0.18600000000000003,1602720000,4.38,,0.0364,1026769.0,,,1237.7,https://logo.clearbit.com/chipotle.com,,
ABEV,04530-001,Consumer Defensive,50000.0,SÃ£o Paulo,55 11 2122 1414,SP,Brazil,http://www.ambev.com.br,1,"Rua Dr. Renato Paes de Barros, 1017",,Beverages—Brewers,3rd Floor,2.26,2.24,2.435461,0.062831864,0.8658,,2.24,,28554500,,2.26,2.3758333,0.142,2.24,28554500,,,,0.12,1576800000.0,0.745395,,,2.135,4,USD,12.159092,36777977,,,,33340559360,,,23242812,,2.135,2.2,,312700,36777977,4.75,16.46154,,2.56,1.9,2.17,False,0.0535,312500,2.24,NYQ,Ambev S.A.,Ambev S.A.,America/New_York,EST,False,-18000000,,EQUITY,ABEV,,,finmb_134386019,ce165950-0d52-3418-aa61-a6b5ff802566,us_market,,,,0.17135,,,,0.13,,15733399552,,,0.987,26301786,0.0017,,1577750400,0.083000004,,0.17600000000000002,,,2.1681867,0.0,1640908800,1593475200,1.22,1600128000.0,4394248685,35556757504,,1384128000.0,5:1,,,-0.513,1602720000,-3.06,,,23029292.0,,,2.24,https://logo.clearbit.com/ambev.com.br,,
DOW,48674,Basic Materials,36500.0,Midland,989 636 1000,MI,United States,http://www.dow.com,1,2211 H.H. Dow Way,989 832 1456,Chemicals,,46.25,45.86,42.434822,0.06054054,,,46.1899,,4531325,,46.25,48.146946,2.8,45.86,4531325,,,,2.8,1606435200.0,,,,44.73,2,USD,,5165797,,,,33742299136,,,4305652,0.88702154,44.73,45.29,,900,5165797,56.25,16.973879999999998,,,21.95,45.16,False,0.060500003,1400,46.1899,NYQ,Dow Inc.,Dow Inc.,America/New_York,EST,False,-18000000,,EQUITY,DOW,,,finmb_9830660,9510e206-86db-3ea5-bd8f-fbd901232728,us_market,,1.295,,-0.061360000000000005,8.812000000000001,,,2.68,,741752000,,,16.655,10799019,0.0146,,1577750400,0.70819,-2343000064.0,-3.167,,,2.7313118,0.00082,1640908800,1601424000,2.41,1600128000.0,740794902,49279287296,,,,,,,1602720000,-4.26,,0.0146,15279037.0,,,45.86,https://logo.clearbit.com/dow.com,,
APH,06492,Technology,74000.0,Wallingford,203 265 8900,CT,United States,http://www.amphenol.com,1,358 Hall Avenue,203 265 8516,Electronic Components,PO Box 5030,113.17,112.67,101.217445,0.008836264,0.26389998,,112.9,,1420762,,113.17,110.97389,1.0,112.67,1420762,,,,1.16,1607904000.0,1.250413,,,111.01,2,USD,29.773087,1059398,,,,33756649472,,,1321421,4.0553885,111.01,112.34,,800,1059398,119.77,26.995216,,0.92,63.05,103.3,False,0.010299999,1000,112.9,NYQ,Amphenol Corporation,Amphenol Corporation,America/New_York,EST,True,-18000000,,EQUITY,APH,,,finmb_24827,aa7497c6-f42e-3162-b7c5-c956b99cabf5,us_market,,4.3469999999999995,,0.13997,19.351,,,4.18,,299155008,,,16.891,1882281,0.0063,,1577750400,0.9924,1165100032.0,3.79,,,6.68048,0.00524,1640908800,1601424000,1.37,1600128000.0,297506408,36180623360,,1412899200.0,2:1,,,0.237,1602720000,6.25,,0.0085,1973942.0,,,112.67,https://logo.clearbit.com/amphenol.com,,
CNC,63105,Healthcare,56600.0,St. Louis,314-725-4477,MO,United States,http://www.centene.com,1,Centene Plaza,,Healthcare Plans,7700 Forsyth Boulevard,58.33,58.21,63.82156,,0.0,,59.58,,3242425,,58.33,61.23528,,58.21,3242425,,,,,,0.586321,,,58.19,2,USD,15.668079999999998,4251447,,,,34266062848,,,3168463,0.35787758,58.19,59.54,,800,4251447,74.7,10.6871605,,,43.96,58.37,False,,800,59.58,NYQ,Centene Corporation,Centene Corporation,America/New_York,EST,True,-18000000,,EQUITY,CNC,,,finmb_26273,896554fe-d40d-305b-bfcf-2fb3a7b385a9,us_market,,0.405,,0.021189998999999998,7.276,,,5.53,,579798016,,,44.373999999999995,10098061,0.0174,,1577750400,0.8116300000000001,2028999936.0,3.772,,,1.3318609,0.01899,1640908800,1601424000,2.64,1600128000.0,569181586,38788042752,,1549497600.0,2:1,,,4.979,1602720000,0.9,,0.0198,8050537.0,,,58.21,https://logo.clearbit.com/centene.com,,
MET,10166-0188,Financial Services,,New York,212-578-9500,NY,United States,http://www.metlife.com,1,200 Park Avenue,,Insurance—Life,,37.31,37.12,37.079575,0.04770839,0.23030001,,37.86,,5788137,,37.31,38.334446,1.78,37.12,5788137,,,,1.84,1604275200.0,1.2879200000000002,,,36.7989,2,USD,4.908572,6520115,,,,34355005440,,,5483376,0.50351757,36.7989,37.92,,1300,6520115,53.28,6.1345215,,3.62,22.85,37.84,False,0.048600002999999996,1300,37.86,NYQ,"MetLife, Inc.","MetLife, Inc.",America/New_York,EST,True,-18000000,,EQUITY,MET,,,finmb_185648,f99ac35a-101a-34b7-a3d8-80070bdde14a,us_market,,1.551,,0.10727999,10.626,,,6.17,,907662016,,,83.397,11012625,0.0121,,1577750400,0.77428,7121999872.0,7.711,,,0.45385322,0.15544000000000002,1640908800,1593475200,1.9,1600128000.0,768635805,105825026048,,1502064000.0,1122:1000,,,-0.917,1602720000,2.05,,0.014400001,9760729.0,,,37.12,https://logo.clearbit.com/metlife.com,,
EA,94065,Communication Services,9800.0,Redwood City,650 628 1500,CA,United States,http://www.ea.com,1,209 Redwood Shores Parkway,,Electronic Gaming & Multimedia,,123.9,122.99,128.69731000000002,,0.0,,124.09,,2106575,,123.9,128.22972,,122.99,2106575,,,,,,0.8996129999999999,,,118.53,2,USD,17.718467999999998,3208548,,,,34606542848,,,2119433,5.980049,118.53,120.49,,800,3208548,147.36,20.105705,,,85.69,119.73,False,,1200,124.09,NMS,Electronic Arts Inc.,Electronic Arts Inc.,America/New_York,EST,True,-18000000,,EQUITY,EA,,,finmb_27963,96140e14-25e9-3e5a-bdce-3927751527d0,us_market,,5.162999999999999,,0.34265998,18.087,,,5.96,,288796992,,,26.95,5676251,0.0197,,1585612800,0.95515996,1983000064.0,6.763,,,4.446382,0.00448,1648684800,1593475200,2.6,1600128000.0,287344167,29880522752,,1069113600.0,2:1,,,-0.743,1602720000,1.56,,0.0198,5446107.0,,,122.99,https://logo.clearbit.com/ea.com,,
LHX,32919,Industrials,50000.0,Melbourne,321-727-9100,FL,United States,http://www.l3harris.com,1,1025 West NASA Boulevard,,Aerospace & Defense,,162.95,163.0,179.92809,0.018410556,0.36330003,,164.4,,1249787,,162.95,174.46611000000001,3.0,163.0,1249787,,,,3.4,1605744000.0,0.746466,,,158.09,2,USD,21.916746,1932395,,,,34831179776,,,1278444,1.4491254999999998,158.09,163.4,,900,1932395,230.99,12.186838,,1.77,142.01,158.01,False,0.0211,900,164.4,NYQ,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.",America/New_York,EST,False,-18000000,,EQUITY,LHX,,,finmb_177934,ae03fbcd-be03-3348-b555-f3e68d826c5e,us_market,,1.694,,0.06781000000000001,8.737,,,13.22,,216195008,,,103.411,1984043,0.0092,,1578009600,0.86566,1632999936.0,7.351,,,1.557958,0.00481,1641168000,1601596800,1.75,1600128000.0,212190022,40705875968,,1242000000.0,10000:9448,,,-0.006999999999999999,1602720000,1.06,,0.0092,2021153.0,,,163.0,https://logo.clearbit.com/l3harris.com,,
BX,10154,Financial Services,2905.0,New York,212-583-5000,NY,United States,http://www.blackstone.com,1,345 Park Avenue,212-583-5749,Asset Management,,50.99,50.61,53.670497999999995,0.03647774,1.7589,,50.97,,2975437,,50.99,53.18055699999999,1.86,50.61,2975437,,,,1.86,1596153600.0,1.2564799999999998,,,49.41,2,USD,227.11711,3173367,,,,35326722048,,,2810526,11.842175,49.41,50.75,,800,3173367,64.97,17.033783,,6.19,33.0,50.39,False,0.0369,1000,50.97,NYQ,The Blackstone Group Inc.,The Blackstone Group Inc.,America/New_York,EST,True,-18000000,,EQUITY,BX,,,finmb_671980,cc7f5d4a-4577-3811-a49a-1397cefb3426,us_market,,17.156,,0.25623,,,,2.96,,680681024,,,8.115,8482769,0.0123000005,,1577750400,0.58851004,764360000.0,0.222,,,6.213185299999999,0.00848,1640908800,1593475200,3.08,1600128000.0,690368841,51178184704,,,,,,0.858,1602720000,1.63,,0.0127,7797135.0,,,50.61,https://logo.clearbit.com/blackstone.com,,
PINS,94107,Communication Services,2492.0,San Francisco,415-762-7100,CA,United States,http://www.pinterest.com,1,505 Brannan Street,,Internet Content & Information,,62.51,61.11,30.057163,,0.0,,61.75,,42543687,,62.51,43.90972,,61.11,42543687,,,,,,,,,57.71,2,USD,,56471016,,,,36435226624,,,20505247,26.270245000000003,57.71,58.94,,800,56471016,68.93,218.33333,,,10.1,58.65,False,,1000,61.75,NYQ,"Pinterest, Inc.","Pinterest, Inc.",America/New_York,EST,False,-18000000,,EQUITY,PINS,,,finmb_139264388,f38c7696-166d-3759-b449-5136a3cc332a,us_market,,25.189,,-0.26813000000000003,-132.399,,,0.27,,462676000,,,3.1439999999999997,15574430,0.025899999,,1577750400,0.60597,-371881984.0,-0.597,,,18.75,0.00031,1640908800,1601424000,1.01,1600128000.0,455826928,34936299520,,,,,,,1602720000,6.84,,0.033800002,16303436.0,,,61.11,https://logo.clearbit.com/pinterest.com,,
